doc_id,chapter,span_id,transition_type,anchor_time,anchor_place,anchor_strength,mode_perception,mode_inner_speech,mode_memory,mode_imagination,mode_reasoning,mode_emotion,mode_dialogue,mode_quotation,cause_sensory,cause_memory,cause_emotion_drive,cause_linguistic,cause_social,cause_physio,cause_intertext,cause_goal_task,place_0,place_1,place_2,place_3,myth_0,myth_1,myth_2,myth_3,style_syntax_break,style_ellipsis,style_intertext_density,style_language_shift,style_phonetic_play,evidence_en,evidence_ja
ulysses_ep03_v1,3,22,intrusion,now,here,0.9,0.6,0.15,0.0,0.0,0.0,0.25,0.0,0.0,0.55,0.0,0.3,0.0,0.0,0.15,0.0,0.0,0.85,0.02,0.03,0.1,0.05,0.02,0.02,0.12,0.25,0.05,0.05,0.05,0.05,carcass of a dog,死骸という対象提示で嫌悪・緊張が起こりやすい。
ulysses_ep03_v1,3,23,semantic_association,mixed,mixed,0.6,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.0,0.25,0.2,0.55,0.0,0.0,0.0,0.0,0.0,0.7,0.03,0.02,0.25,0.05,0.03,0.02,0.2,0.85,0.05,0.05,0.05,0.1,Can’t see! Who’s behind me?,視界喪失と背後確認の叫びで恐怖が増す。
ulysses_ep03_v1,3,24,completion,now,here,0.85,0.25,0.25,0.15,0.0,0.35,0.0,0.0,0.0,0.2,0.0,0.0,0.15,0.0,0.0,0.0,0.65,0.65,0.02,0.03,0.3,0.06,0.02,0.02,0.05,0.35,0.05,0.05,0.05,0.05,scribbled words,身体動作と筆記が明示される。
ulysses_ep03_v1,3,25,intrusion,now,here,0.9,0.55,0.15,0.0,0.2,0.0,0.1,0.0,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.85,0.02,0.03,0.1,0.1,0.02,0.02,0.06,0.45,0.05,0.05,0.05,0.05,"silently moving, a silent ship",視覚対象の運動が反復語で強調される。
ulysses_ep04_v1,4,1,intrusion,now,here,0.9,0.75,0.1,0.0,0.0,0.0,0.15,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.05,0.85,0.05,0.05,0.02,0.03,0.02,0.1,0.0,0.0,0.0,0.0,ate with relish the inner organs,「ate」「relish」で味覚＋身体行為が中心。
ulysses_ep04_v1,4,2,semantic_association,now,here,0.85,0.55,0.35,0.0,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.05,0.9,0.05,0.06,0.02,0.03,0.03,0.2,0.0,0.0,0.0,0.0,Kidneys were in his mind,「in his mind」で対象が内的焦点として保持される。
ulysses_ep04_v1,4,3,completion,now,here,0.85,0.2,0.35,0.0,0.0,0.45,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.5,0.0,0.05,0.9,0.05,0.05,0.02,0.02,0.02,0.55,0.0,0.0,0.0,0.1,"three, four: right","「three, four」で計数、「She didn’t like」で他者条件が入る。"
ulysses_ep04_v1,4,4,intrusion,now,here,0.9,0.65,0.1,0.0,0.0,0.0,0.0,0.25,0.0,0.7,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.05,0.95,0.05,0.04,0.01,0.02,0.01,0.3,0.0,0.0,0.0,0.85,—Mkgnao!,鳴き声表記が突然挿入される。
ulysses_ep04_v1,4,5,rumination,now,here,0.8,0.0,0.7,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.5,0.3,0.0,0.0,0.0,0.0,0.05,0.9,0.05,0.04,0.01,0.03,0.01,0.5,0.0,0.0,0.0,0.1,They understand what we say,一般化の言い回し（They...）で内的説明が進む。
ulysses_ep04_v1,4,6,completion,now,here,0.9,0.65,0.15,0.0,0.0,0.05,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.5,0.0,0.05,0.95,0.05,0.05,0.01,0.02,0.01,0.2,0.0,0.0,0.0,0.1,poured warmbubbled milk on a saucer,動作列（went/took/poured）が連続する。
ulysses_ep04_v1,4,7,contrast,now,here,0.75,0.2,0.55,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.35,0.0,0.45,0.0,0.1,0.85,0.05,0.06,0.01,0.02,0.02,0.8,0.0,0.0,0.0,0.1,"Ham and eggs, no",否定＋曜日評価が短文断片で連なる。
ulysses_ep04_v1,4,8,completion,now,here,0.8,0.55,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.05,0.7,0.05,0.08,0.02,0.03,0.03,0.15,0.0,0.0,0.0,0.0,went up the staircase to the hall,移動語（went up / staircase / hall）で場面が切り替わる。
ulysses_ep04_v1,4,9,script_switch,now,here,0.85,0.1,0.15,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.0,0.05,0.7,0.05,0.1,0.02,0.03,0.02,0.1,0.0,0.0,0.0,0.0,Be back in a minute,会話マーカー（—）で発話モードに入る。
ulysses_ep04_v1,4,10,semantic_association,now,here,0.8,0.15,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,0.65,0.05,0.12,0.02,0.03,0.04,0.85,0.0,0.0,0.0,0.15,In the trousers I left off,短文断片＋命令形（Must get it）が連続。
ulysses_ep04_v1,4,11,completion,now,here,0.85,0.55,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.35,0.25,0.1,0.1,0.02,0.03,0.02,0.45,0.0,0.1,0.0,0.05,walked in happy warmth,「eyelids」「warmth」で身体感覚＋「breadvan」で外界入力へ。
ulysses_ep04_v1,4,12,semantic_association,mixed,elsewhere,0.55,0.05,0.15,0.0,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.35,0.25,0.0,0.0,0.0,0.0,0.35,0.2,0.05,0.05,0.15,0.03,0.04,0.05,0.8,0.0,0.2,0.0,0.2,set off at dawn,「Somewhere in the east」「Travel」で場所・行為が空想に移行。
ulysses_ep04_v1,4,13,script_switch,now,here,0.85,0.2,0.1,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.2,0.0,0.45,0.15,0.05,0.08,0.02,0.02,0.02,0.2,0.0,0.0,0.0,0.0,"—Good day, Mr O’Rourke",会話マーカー（—）＋固有名で対人場面に切替。
ulysses_ep04_v1,4,14,intrusion,now,here,0.85,0.75,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.15,0.0,0.25,0.0,0.5,0.1,0.05,0.06,0.02,0.03,0.02,0.2,0.0,0.0,0.0,0.0,staring at the hanks of sausages,「halted」「staring」で視覚への集中が明示。
ulysses_ep04_v1,4,15,intrusion,now,mixed,0.6,0.2,0.2,0.0,0.0,0.25,0.0,0.0,0.35,0.2,0.0,0.0,0.0,0.0,0.0,0.55,0.25,0.1,0.4,0.1,0.25,0.07,0.03,0.03,0.03,0.2,0.0,0.55,0.2,0.05,model farm at Kinnereth,「took a page」「model farm」で紙面テキストへの移行。
ulysses_ep04_v1,4,16,contrast,now,here,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.1,0.05,0.02,0.02,0.04,0.4,0.0,0.0,0.0,0.0,cover the sun slowly,「cloud」「cover the sun」で視覚環境の変化。
ulysses_ep04_v1,4,17,contrast,timeless,elsewhere,0.7,0.0,0.2,0.0,0.55,0.0,0.25,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.55,0.05,0.0,0.35,0.08,0.02,0.03,0.15,0.75,0.0,0.7,0.1,0.0,"A barren land, bare waste","「No, not like that」で反転し、「dead sea」で想像場面が立ち上がる。"
ulysses_ep04_v1,4,18,completion,now,here,0.9,0.25,0.2,0.0,0.0,0.1,0.45,0.0,0.0,0.15,0.0,0.6,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.35,0.15,0.12,0.02,0.03,0.1,0.6,0.0,0.1,0.0,0.0,hurrying homeward,「horror」「seared」で情動、「hurrying homeward」で行為に切替。
ulysses_ep04_v1,4,19,intrusion,now,here,0.9,0.55,0.15,0.0,0.0,0.05,0.25,0.0,0.0,0.5,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.75,0.05,0.1,0.05,0.04,0.05,0.2,0.0,0.0,0.0,0.0,Two letters and a card,「letters」「card」→「Mrs Marion Bloom」で対象が確定。
ulysses_ep04_v1,4,20,script_switch,now,here,0.85,0.15,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.0,0.3,0.0,0.05,0.75,0.05,0.08,0.02,0.02,0.03,0.35,0.0,0.0,0.0,0.0,I’m parched,会話マーカー＋要求（parched）→応答（kettle is boiling）。
ulysses_ep04_v1,4,21,intrusion,now,here,0.8,0.0,0.2,0.0,0.0,0.25,0.0,0.55,0.0,0.0,0.0,0.0,0.45,0.35,0.0,0.2,0.0,0.0,0.05,0.75,0.05,0.06,0.02,0.02,0.03,0.25,0.0,0.35,0.65,0.05,Metempsychosis?,未知語の提示（Metempsychosis）と即時の追問が起こる。
ulysses_ep04_v1,4,22,intrusion,now,here,0.9,0.2,0.0,0.0,0.0,0.0,0.25,0.55,0.0,0.6,0.0,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.05,0.75,0.05,0.06,0.02,0.02,0.03,0.35,0.0,0.0,0.0,0.0,a smell of burn,「smell」→「The kidney!」で注意が急転する。
ulysses_ep04_v1,4,23,script_switch,mixed,mixed,0.75,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.75,0.0,0.0,0.15,0.0,0.25,0.0,0.6,0.0,0.0,0.05,0.75,0.05,0.05,0.12,0.03,0.03,0.1,0.0,0.15,0.05,0.0,Thanks ever so much,呼びかけ＋感謝の定型が続く（手紙体）。
ulysses_ep04_v1,4,24,rumination,mixed,here,0.7,0.0,0.4,0.0,0.0,0.15,0.45,0.0,0.0,0.0,0.25,0.65,0.0,0.0,0.1,0.0,0.0,0.0,0.05,0.7,0.05,0.05,0.1,0.06,0.05,0.85,0.0,0.05,0.0,0.0,"qualm, regret, flowed down",「qualm」「regret」＋短い断片（Prevent/Useless）が連続。
ulysses_ep04_v1,4,25,intrusion,now,here,0.85,0.45,0.3,0.0,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.7,0.0,0.15,0.0,0.05,0.7,0.05,0.06,0.02,0.02,0.04,0.2,0.0,0.0,0.0,0.1,a gentle loosening of his bowels,「bowels」「undoing the waistband」で生理起点の行動。
ulysses_ep04_v1,4,26,completion,now,here,0.7,0.0,0.2,0.0,0.0,0.25,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.25,0.6,0.15,0.0,0.0,0.5,0.0,0.04,0.02,0.02,0.04,0.2,0.0,0.3,0.0,0.0,yielding but resisting,「read」しながら「restraining」「yielding/resisting」が併走。
ulysses_ep04_v1,4,27,semantic_association,now,here,0.9,0.4,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.6,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.35,0.06,0.03,0.02,0.08,0.6,0.0,0.05,0.0,0.2,overtone following through the air,短句反復（There again / A third）＋固有名（Dignam）で連想が起動。
ulysses_ep05_v1,5,1,intrusion,now,here,0.9,0.65,0.15,0.0,0.0,0.1,0.1,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.65,0.3,0.05,0.0,0.04,0.01,0.01,0.01,0.15,0.0,0.0,0.0,0.0,"walked soberly, past Windmill lane",歩行（walked）と場所の連続提示（past）が中心。
ulysses_ep05_v1,5,2,semantic_association,now,here,0.85,0.45,0.4,0.0,0.0,0.1,0.05,0.0,0.0,0.4,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.55,0.4,0.05,0.0,0.04,0.01,0.01,0.02,0.35,0.0,0.0,0.0,0.05,bucket of offal linked,外界対象（boy/offal）と命令調（Tell him）が同一スパンに並ぶ。
ulysses_ep05_v1,5,3,phonetic_association,now,here,0.75,0.15,0.5,0.0,0.0,0.25,0.1,0.0,0.0,0.2,0.0,0.0,0.5,0.0,0.0,0.0,0.3,0.45,0.45,0.05,0.05,0.04,0.01,0.01,0.02,0.45,0.0,0.05,0.2,0.05,"El, yes: house of: Aleph","固有名（Bethel）から音形（El, yes）へ寄る断片化が見える。"
ulysses_ep05_v1,5,4,completion,now,here,0.85,0.4,0.2,0.0,0.0,0.1,0.0,0.0,0.3,0.25,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.1,0.7,0.05,0.05,0.05,0.01,0.01,0.02,0.35,0.0,0.25,0.0,0.0,halted before the window,動作（halted）から読み（read）へ移る。
ulysses_ep05_v1,5,5,intrusion,now,here,0.9,0.7,0.2,0.0,0.0,0.0,0.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.6,0.3,0.05,0.04,0.01,0.01,0.01,0.1,0.0,0.0,0.0,0.0,quietly inhaling his hairoil,吸う（inhaling）と匂い対象（hairoil）が明示される。
ulysses_ep05_v1,5,6,completion,now,here,0.85,0.25,0.25,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.45,0.25,0.05,0.6,0.3,0.05,0.04,0.01,0.01,0.01,0.35,0.0,0.25,0.0,0.0,read again: choice blend,動作（put on）と印字語（choice blend）が連結する。
ulysses_ep05_v1,5,7,semantic_association,mixed,elsewhere,0.55,0.1,0.2,0.0,0.6,0.0,0.1,0.0,0.0,0.0,0.0,0.45,0.25,0.0,0.0,0.3,0.0,0.1,0.15,0.0,0.0,0.06,0.01,0.02,0.02,0.5,0.0,0.2,0.0,0.05,Lovely spot it must be,評価断片（Lovely spot）と比喩的列挙（leaves to float）が続く。
ulysses_ep05_v1,5,8,rumination,mixed,mixed,0.6,0.0,0.35,0.1,0.0,0.55,0.0,0.0,0.0,0.0,0.3,0.0,0.2,0.0,0.0,0.0,0.5,0.05,0.3,0.05,0.0,0.04,0.01,0.01,0.03,0.6,0.0,0.0,0.0,0.05,It’s a law something,「law」から人名・授業描写（High school... teaching）へ移る。
ulysses_ep05_v1,5,9,completion,now,here,0.85,0.55,0.2,0.0,0.1,0.1,0.05,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.05,0.7,0.05,0.0,0.05,0.01,0.01,0.02,0.25,0.0,0.05,0.0,0.0,rolled it lengthwise in a baton,具体動作（took/unfolded/rolled）が連続する。
ulysses_ep05_v1,5,10,script_switch,now,here,0.9,0.15,0.15,0.0,0.0,0.1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.05,0.75,0.05,0.0,0.04,0.01,0.01,0.02,0.1,0.0,0.0,0.0,0.0,Are there any letters,会話マーカー（—）と質問文が明示される。
ulysses_ep05_v1,5,11,intrusion,now,here,0.85,0.55,0.2,0.0,0.0,0.1,0.05,0.0,0.1,0.45,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.05,0.8,0.05,0.0,0.04,0.01,0.01,0.02,0.2,0.0,0.05,0.0,0.0,held the tip of his baton,「gazed」「nostrils」で視覚＋嗅覚の切替が表れる。
ulysses_ep05_v1,5,12,completion,now,here,0.9,0.35,0.25,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.05,0.75,0.05,0.0,0.05,0.01,0.02,0.02,0.15,0.0,0.05,0.0,0.0,card with a letter,受け取り（handed back）と応答（thanked）が連続。
ulysses_ep05_v1,5,13,intrusion,now,here,0.9,0.3,0.4,0.0,0.0,0.15,0.15,0.0,0.0,0.2,0.0,0.35,0.0,0.0,0.0,0.0,0.45,0.05,0.75,0.05,0.0,0.05,0.01,0.03,0.02,0.2,0.0,0.0,0.0,0.05,ripping it open in jerks,指の探索（forefinger felt）と急な開封（ripping）が同居。
ulysses_ep05_v1,5,14,script_switch,now,here,0.9,0.15,0.1,0.0,0.0,0.0,0.05,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.05,0.75,0.05,0.0,0.05,0.01,0.01,0.02,0.15,0.0,0.0,0.0,0.0,Where are you off to,会話マーカー（—）で応答が交互に出る。
ulysses_ep05_v1,5,15,intrusion,now,here,0.85,0.65,0.25,0.0,0.0,0.0,0.1,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.7,0.05,0.0,0.04,0.01,0.04,0.02,0.1,0.0,0.0,0.0,0.0,gazed across the road,注視（gazed）で外界対象に焦点が移動。
ulysses_ep05_v1,5,16,phonetic_association,now,here,0.65,0.35,0.4,0.0,0.0,0.1,0.15,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.05,0.7,0.05,0.0,0.03,0.01,0.08,0.02,0.8,0.0,0.0,0.0,0.85,Silk flash rich stockings,反復（Watch!）と色・素材語で注意が点滅する。
ulysses_ep05_v1,5,17,intrusion,now,here,0.95,0.55,0.2,0.0,0.0,0.05,0.2,0.0,0.0,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.8,0.05,0.0,0.03,0.01,0.02,0.05,0.7,0.0,0.0,0.0,0.2,honking its gong slewed,外部音（gong）で「Lost it」と断片化する。
ulysses_ep05_v1,5,18,script_switch,now,here,0.8,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.05,0.7,0.05,0.0,0.04,0.01,0.02,0.02,0.25,0.0,0.8,0.0,0.05,home without Plumtree’s Potted Meat,「read idly:」以降が定型句として提示される。
ulysses_ep05_v1,5,19,rumination,past,elsewhere,0.75,0.05,0.1,0.6,0.0,0.0,0.25,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.75,0.05,0.04,0.08,0.01,0.03,0.7,0.0,0.05,0.0,0.05,I didn’t go into the room,「Poor papa!」の感嘆から過去行為（didn’t go）へ移る。
ulysses_ep05_v1,5,20,completion,now,here,0.9,0.55,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.45,0.0,0.15,0.0,0.0,0.0,0.0,0.4,0.05,0.3,0.2,0.05,0.05,0.01,0.04,0.03,0.15,0.0,0.05,0.0,0.0,halted in the lee,移動（turned into）→停止（halted）→不在確認（No-one）。
ulysses_ep05_v1,5,21,script_switch,mixed,mixed,0.65,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.05,0.25,0.25,0.05,0.05,0.01,0.05,0.03,0.1,0.0,0.85,0.0,0.0,thank you very much,呼びかけ（Dear Henry）と定型文が続く。
ulysses_ep05_v1,5,22,completion,now,here,0.85,0.55,0.2,0.0,0.1,0.05,0.1,0.0,0.0,0.55,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.05,0.2,0.2,0.05,0.05,0.01,0.06,0.03,0.1,0.0,0.0,0.0,0.0,smelt its almost no smell,嗅覚語（smelt）と配置動作（placed）が連続。
ulysses_ep05_v1,5,23,phonetic_association,now,mixed,0.55,0.0,0.4,0.0,0.15,0.0,0.15,0.0,0.3,0.0,0.0,0.2,0.45,0.0,0.0,0.35,0.0,0.05,0.2,0.15,0.05,0.05,0.01,0.06,0.03,0.75,0.0,0.4,0.0,0.8,punish your cactus if you,名詞列（tulips/manflower/cactus/forgetmenot）が連結して流れる。
ulysses_ep05_v1,5,24,intrusion,now,here,0.85,0.45,0.15,0.0,0.35,0.0,0.05,0.0,0.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.05,0.05,0.04,0.01,0.02,0.06,0.25,0.0,0.0,0.0,0.1,train clanked heavily above,聴覚語（clanked）と内部反復（in his head）が連動。
ulysses_ep05_v1,5,25,completion,now,here,0.9,0.55,0.25,0.0,0.0,0.1,0.1,0.0,0.0,0.55,0.0,0.2,0.0,0.0,0.0,0.0,0.25,0.05,0.1,0.05,0.8,0.05,0.01,0.01,0.08,0.2,0.0,0.0,0.0,0.0,cold smell of sacred stone,「smell」「sacred stone」で場所アンカーが転換する。
ulysses_ep05_v1,5,26,script_switch,now,here,0.8,0.0,0.05,0.0,0.0,0.0,0.1,0.0,0.85,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.0,0.05,0.05,0.05,0.85,0.05,0.01,0.01,0.1,0.1,0.0,0.9,0.0,0.0,defend us in the hour,会話マーカー（—）後に定型の祈り文が続く。
ulysses_ep05_v1,5,27,completion,now,mixed,0.7,0.5,0.25,0.0,0.1,0.1,0.05,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.15,0.0,0.3,0.05,0.55,0.15,0.05,0.05,0.01,0.02,0.04,0.3,0.0,0.05,0.0,0.0,inhaling slowly the keen reek,嗅覚語（reek of drugs）と移動（walked cheerfully）を同一スパンに含む。
ulysses_ep05_v1,5,28,semantic_association,mixed,elsewhere,0.6,0.15,0.05,0.0,0.7,0.0,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.75,0.05,0.06,0.01,0.02,0.04,0.3,0.0,0.0,0.0,0.1,foresaw his pale body reclined,予見語（foresaw）と身体描写（body reclined）が中心。
ulysses_ep06_v1,6,1,completion,now,here,0.9,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.35,0.1,0.05,0.02,0.02,0.01,0.03,0.05,0.0,0.0,0.0,0.0,poked his silkhatted head,身体動作と視覚的描写が中心で、会話ではない。
ulysses_ep06_v1,6,2,script_switch,now,here,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.15,0.0,0.01,0.01,0.01,0.02,0.05,0.0,0.0,0.0,0.0,"—After you, Mr Bloom",発話マーカー（—）が連続し、対人応答が主。
ulysses_ep06_v1,6,3,intrusion,now,here,0.9,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.25,0.1,0.0,0.01,0.01,0.01,0.02,0.05,0.0,0.0,0.0,0.0,looked seriously from the,視線行動が中心で、外部対象（blinds）への注意が強い。
ulysses_ep06_v1,6,4,intrusion,now,here,0.85,0.25,0.55,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.05,0.1,0.03,0.03,0.02,0.05,0.35,0.05,0.0,0.0,0.0,Extraordinary the interest they,観察（old woman）から即座に内言の一般化が出る。
ulysses_ep06_v1,6,5,rumination,timeless,mixed,0.55,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.45,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.05,0.2,0.02,0.03,0.02,0.04,0.6,0.0,0.05,0.0,0.0,clip the nails and,短い断片が続く羅列で、手続き推測が主。
ulysses_ep06_v1,6,6,intrusion,now,here,0.95,0.35,0.35,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.3,0.0,0.3,0.2,0.0,0.01,0.01,0.01,0.02,0.25,0.0,0.0,0.0,0.0,sitting on something hard,沈黙の中で身体感覚（hard）と物（soap）に焦点化する。
ulysses_ep06_v1,6,7,intrusion,now,here,1.0,0.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,0.05,0.0,0.02,0.01,0.01,0.03,0.2,0.05,0.0,0.0,0.0,horses’ hoofs. A jolt,聴覚・振動の直接記述が連鎖する。
ulysses_ep06_v1,6,8,script_switch,now,here,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.35,0.05,0.0,0.01,0.01,0.01,0.02,0.05,0.0,0.0,0.0,0.0,What way is he,質問と回答が明示され、対話モードが支配的。
ulysses_ep06_v1,6,9,intrusion,now,here,0.9,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.02,0.02,0.01,0.03,0.05,0.0,0.0,0.0,0.0,saw a lithe young,視覚動詞（saw）と外観記述が中心。
ulysses_ep06_v1,6,10,intrusion,now,here,0.9,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.0,0.0,0.0,0.45,0.0,0.55,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.02,0.1,0.03,0.05,0.1,0.0,0.0,0.0,0.0,contaminated bloody doubledyed ruffian,罵倒語が連続し、情動強度が上がる対話。
ulysses_ep06_v1,6,11,semantic_association,past,mixed,0.7,0.0,0.0,0.55,0.2,0.0,0.25,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.55,0.05,0.04,0.14,0.02,0.07,0.45,0.0,0.0,0.0,0.0,See him grow up,had lived の仮定から成長場面が想像される。
ulysses_ep06_v1,6,12,script_switch,now,here,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.35,0.1,0.0,0.01,0.01,0.01,0.02,0.05,0.0,0.0,0.0,0.0,"Ten minutes, Martin Cunningham",watch 参照で現在時刻へアンカーが強まる。
ulysses_ep06_v1,6,13,intrusion,now,here,0.85,0.35,0.3,0.0,0.0,0.35,0.0,0.0,0.0,0.45,0.35,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.05,0.05,0.02,0.02,0.01,0.04,0.35,0.0,0.05,0.0,0.0,Whooping cough they say,地名提示から効能の言及へ連想が広がる。
ulysses_ep06_v1,6,14,intrusion,now,here,0.95,0.85,0.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.15,0.0,0.0,0.01,0.01,0.01,0.02,0.1,0.0,0.0,0.0,0.0,saw an instant of,raindrop / spray dots など感覚記述が中心。
ulysses_ep06_v1,6,15,intrusion,now,here,0.8,0.25,0.35,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.35,0.0,0.2,0.0,0.05,0.02,0.02,0.02,0.03,0.1,0.0,0.4,0.0,0.0,scanning the deaths: Callan,paper / scanning の読字動作が明示される。
ulysses_ep06_v1,6,16,script_switch,timeless,unknown,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.03,0.02,0.01,0.03,0.15,0.0,0.95,0.0,0.05,a month since dear,韻文の引用行として形式が切り替わる。
ulysses_ep06_v1,6,17,intrusion,now,here,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.02,0.03,0.06,0.04,0.2,0.0,0.0,0.0,0.0,There he is airing,発話（said）と直後の内言（I was thinking）が同一スパンに併置される。
